isil,previous_name_original,previous_name_normalized
IT-AQ0176,Biblioteca delle Donne - Associazione Donatella Tellini Onlus,Biblioteca delle Donne - Associazione Donatella Tellini Onlus
IT-AQ0184,Biblioteca della Facoltà di scienze motorie dell'Università degli studi de L'Aquila,Biblioteca della Facoltà di scienze motorie dell'Università degli studi de L'Aquila
IT-AQ0184,"Biblioteca Polo Coppito, sezione ex Facoltà di Scienze Motorie presso Biblioteca Area scientifica","Biblioteca Polo Coppito, sezione ex Facoltà di Scienze Motorie presso Biblioteca Area scientifica"
IT-AQ0184,"Biblioteca Polo Roio, Facoltà di scienze motorie, Università degli studi dell'Aquila","Biblioteca Polo Roio, Facoltà di scienze motorie, Università degli studi dell'Aquila"
IT-AQ0187,Mediateca regionale Giovanni Tantillo,Mediateca regionale Giovanni Tantillo
IT-AQ0190,Biblioteca del Club alpino italiano - CAI. Sezione dell'Aquila,Biblioteca del Club alpino italiano - CAI. Sezione dell'Aquila
IT-AQ0190,Biblioteca della montagna,Biblioteca della montagna
IT-AQ0208,Biblioteca del Consiglio regionale dell'Abruzzo,Biblioteca del Consiglio regionale dell'Abruzzo
IT-AQ0213,Centro servizi culturali,Centro servizi culturali
IT-AR0007,Biblioteca Centro di Ricerca Foreste e Legno,Biblioteca Centro di Ricerca Foreste e Legno
IT-AR0007,Biblioteca dell'Istituto sperimentale per la selvicoltura,Biblioteca dell'Istituto sperimentale per la selvicoltura
IT-AR0007,Biblioteca di Selvicoltura del Centro di ricerca Foreste e Legno - CREA-FL,Biblioteca di Selvicoltura del Centro di ricerca Foreste e Legno - CREA-FL
IT-AR0011,Bibliotheca Cleri,Bibliotheca Cleri
IT-AR0016,Biblioteca comunale di Bucine,Biblioteca comunale di Bucine
IT-AR0017,Biblioteca comunale,Biblioteca comunale
IT-AR0021,Biblioteca comunale Aldo Merlini,Biblioteca comunale Aldo Merlini
IT-AR0030,Biblioteca comunale,Biblioteca comunale
IT-AR0034,Biblioteca del Comune e dell'Accademia etrusca,Biblioteca del Comune e dell'Accademia etrusca
IT-AR0038,Biblioteca comunale. Sezione ragazzi,Biblioteca comunale. Sezione ragazzi
IT-AR0042,Biblioteca comunale Cardinale Giovanni Colombo,Biblioteca comunale Cardinale Giovanni Colombo
IT-AR0047,Biblioteca comunale,Biblioteca comunale
IT-AR0050,Biblioteca Rilli-Vettori,Biblioteca Rilli-Vettori
IT-AR0058,Biblioteca vescovile e archivio,Biblioteca vescovile e archivio
IT-AR0062,Biblioteca comunale Pio Borri - sezione Bambini e Ragazzi della comunale Cristoforo Landino,Biblioteca comunale Pio Borri - sezione Bambini e Ragazzi della comunale Cristoforo Landino
IT-AR0071,Biblioteca centrale di lettere dell'Università degli studi di Siena. Sede staccata di Arezzo,Biblioteca centrale di lettere dell'Università degli studi di Siena. Sede staccata di Arezzo
IT-AR0073,Biblioteca comunale di Camucia,Biblioteca comunale di Camucia
IT-AR0075,Biblioteca comunale,Biblioteca comunale
IT-AR0083,Biblioteca del Conservatorio delle suore Agostiniane,Biblioteca del Conservatorio delle suore Agostiniane
IT-AR0105,"Biblioteca della Soprintendenza per i beni ambientali, architettonici, artistici e storici di Arezzo","Biblioteca della Soprintendenza per i beni ambientali, architettonici, artistici e storici di Arezzo"
IT-AR0105,"Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio, per il patrimonio storico, artistico e demoetnoantropologico di Arezzo","Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio, per il patrimonio storico, artistico e demoetnoantropologico di Arezzo"
IT-AR0107,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-AR0108,Biblioteca comunale Partigiani del Pratomagno e combattenti per le libertÃÂ ,Biblioteca comunale Partigiani del Pratomagno e combattenti per le libertÃÂ
IT-AR0120,"Centro di documentazione Città di Arezzo: sviluppo, diritti, pace, intercultura","Centro di documentazione Città di Arezzo: sviluppo, diritti, pace, intercultura"
IT-AR0200,BIBLIOTECA MARIA CRISTINA GIUSTARINI,BIBLIOTECA MARIA CRISTINA GIUSTARINI
IT-AT0003,Biblioteca del Centro nazionale di studi alfieriani,Biblioteca del Centro nazionale di studi alfieriani
IT-AT0004,Fondazione Biblioteca Astense,Fondazione Biblioteca Astense
IT-AT0005,Bibliotheca Clericorum,Bibliotheca Clericorum
IT-AT0006,Biblioteca dell'Istituto sperimentale per l'enologia,Biblioteca dell'Istituto sperimentale per l'enologia
IT-AT0010,Biblioteca civica Monferrato Gate,Biblioteca civica Monferrato Gate
IT-AT0012,Biblioteca civica,Biblioteca civica
IT-AT0012,Biblioteca comunale,Biblioteca comunale
IT-AT0014,Biblioteca civica,Biblioteca civica
IT-AT0015,Biblioteca civica,Biblioteca civica
IT-AT0022,Biblioteca civica,Biblioteca civica
IT-AT0026,Biblioteca civica,Biblioteca civica
IT-AT0029,Biblioteca civica,Biblioteca civica
IT-AT0029,Biblioteca civica Enrico Paulucci,Biblioteca civica Enrico Paulucci
IT-AT0032,Biblioteca civica,Biblioteca civica
IT-AT0035,Biblioteca civica,Biblioteca civica
IT-AT0035,Biblioteca civica Gesualdo Nosengo,Biblioteca civica Gesualdo Nosengo
IT-AT0047,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Asti,Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Asti
IT-AT0051,Biblioteca civica,Biblioteca civica
IT-AT0054,Biblioteca civica,Biblioteca civica
IT-AT0054,Biblioteca civica Pinin Pacòt ,Biblioteca civica Pinin Pacòt
IT-AT0057,Biblioteca De Benedetti,Biblioteca De Benedetti
IT-AT0057,Biblioteca del Centro per la promozione delle opportunita' di socializzazione,Biblioteca del Centro per la promozione delle opportunita' di socializzazione
IT-AT0067,Biblioteca civica,Biblioteca civica
IT-AT0068,Biblioteca civica,Biblioteca civica
IT-AT0071,Biblioteca del Circolo culturale Augusto Monti,Biblioteca del Circolo culturale Augusto Monti
IT-AT0074,Biblioteca civica,Biblioteca civica
IT-AT0080,Biblioteca civica,Biblioteca civica
IT-AT0081,Biblioteca civica,Biblioteca civica
IT-AT0082,Biblioteca civica,Biblioteca civica
IT-AT0084,Biblioteca della Fondazione Cassa di risparmio,Biblioteca della Fondazione Cassa di risparmio
IT-AT0085,Biblioteca dell'Istituto comprensivo della scuola elementare e scuola media,Biblioteca dell'Istituto comprensivo della scuola elementare e scuola media
IT-AT0087,Biblioteca Figli di Pinin Pero,Biblioteca Figli di Pinin Pero
IT-AT0090,Biblioteca Centro di lettura Dada Rosso,Biblioteca Centro di lettura Dada Rosso
IT-AT0090,Biblioteca civica. SALA LETTURA DADA ROSSO,Biblioteca civica. SALA LETTURA DADA ROSSO
IT-AT0092,Biblioteca Silvia Cerruti dell'Istituto comprensivo di Moncalvo,Biblioteca Silvia Cerruti dell'Istituto comprensivo di Moncalvo
IT-AV0004,Biblioteca diocesana,Biblioteca diocesana
IT-AV0005,Biblioteca comunale Leopoldo Cassese di Atripalda,Biblioteca comunale Leopoldo Cassese di Atripalda
IT-AV0007,Biblioteca Provinciale S. e G. Capone,Biblioteca Provinciale S. e G. Capone
IT-AV0014,Biblioteca comunale popolare,Biblioteca comunale popolare
IT-AV0017,Biblioteca comunale Luigi Vincenzo Cassitto,Biblioteca comunale Luigi Vincenzo Cassitto
IT-AV0021,BIBLIOTECA COMUNALE,BIBLIOTECA COMUNALE
IT-AV0027,Biblioteca Comunale,Biblioteca Comunale
IT-AV0028,Ludobiblioteca Contrada,Ludobiblioteca Contrada
IT-AV0037,Biblioteca comunale C. Sullo,Biblioteca comunale C. Sullo
IT-AV0038,Biblioteca comunale associata Unione nazionale lotta analfabetismo,Biblioteca comunale associata Unione nazionale lotta analfabetismo
IT-AV0045,Biblioteca Statale di Montevergine,Biblioteca Statale di Montevergine
IT-AV0047,Biblioteca conventuale S. Antonio di Montecalvo Irpino,Biblioteca conventuale S. Antonio di Montecalvo Irpino
IT-AV0049,Centro di lettura di Montefalcione,Centro di lettura di Montefalcione
IT-AV0050,Biblioteca comunale,Biblioteca comunale
IT-AV0050,Biblioteca comunale,Biblioteca comunale
IT-AV0065,Biblioteca comunale,Biblioteca comunale
IT-AV0071,Biblioteca pubblica della Badia del Goleto,Biblioteca pubblica della Badia del Goleto
IT-AV0077,Biblioteca comunale,Biblioteca comunale
IT-AV0079,Biblioteca comunale Luigi Lauro,Biblioteca comunale Luigi Lauro
IT-AV0083,Biblioteca comunale Lorenzo De Minico,Biblioteca comunale Lorenzo De Minico
IT-AV0089,Biblioteca Comunale,Biblioteca Comunale
IT-AV0099,Biblioteca civica sperimentale G. D'Annunzio,Biblioteca civica sperimentale G. D'Annunzio
IT-AV0101,Biblioteca Popolare Diocesana,Biblioteca Popolare Diocesana
IT-AV0106,Biblioteca popolare san Francesco,Biblioteca popolare san Francesco
IT-AV0108,Biblioteca comunale Matteo Renato Imbriani,Biblioteca comunale Matteo Renato Imbriani
IT-AV0113,Biblioteca della CCIAA di Avellino,Biblioteca della CCIAA di Avellino
IT-AV0114,Biblioteca Matteo Marrandino,Biblioteca Matteo Marrandino
IT-AV0120,Servizio Nazionale di lettura,Servizio Nazionale di lettura
IT-AV0126,Biblioteca comunale Marciano De Leo,Biblioteca comunale Marciano De Leo
IT-AV0134,Biblioteca del Centro di cultura permanente,Biblioteca del Centro di cultura permanente
IT-AV0137,Biblioteca comunale VI circoscrizione,Biblioteca comunale VI circoscrizione
IT-AV0140,Biblioteca Comunale,Biblioteca Comunale
IT-AV0154,Biblioteca comunale,Biblioteca comunale
IT-AV0157,Biblioteca comunale Taurasi,Biblioteca comunale Taurasi
IT-AV0158,Biblioteca comunale Pinuccio Sala,Biblioteca comunale Pinuccio Sala
IT-AV0160,Biblioteca Diocesana di Avellino,Biblioteca Diocesana di Avellino
IT-AV0161,Biblioteca comunale Giuseppe Bonifazzi,Biblioteca comunale Giuseppe Bonifazzi
IT-AV0161,Biblioteca comunale Giuseppe Bonifazzi,Biblioteca comunale Giuseppe Bonifazzi
IT-AV0162,Biblioteca Filippo Tipaldi,Biblioteca Filippo Tipaldi
IT-AV0163,Biblioteca dell'Archivio storico Diocesano. Sezione di Sant'Angelo dei Lombardi,Biblioteca dell'Archivio storico Diocesano. Sezione di Sant'Angelo dei Lombardi
IT-AV0169,Biblioteca della Fondazione Gesù e Maria,Biblioteca della Fondazione Gesù e Maria
IT-AV0169,Biblioteca F. Tulino/G. Fiordellisi,Biblioteca F. Tulino/G. Fiordellisi
IT-AV0170,Biblioteca Associazione irpina Noi con loro,Biblioteca Associazione irpina Noi con loro
IT-AV0172,"Biblioteca della Soprintendenza Beni Ambientali e Paesaggistici di Salerno e Avellino, sede di Avellino","Biblioteca della Soprintendenza Beni Ambientali e Paesaggistici di Salerno e Avellino, sede di Avellino"
IT-AV0172,"Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio e per il patrimonio storico, artistico ed etnoantropologico per le provincie di Salerno e Avellino. Sede di Avellino","Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio e per il patrimonio storico, artistico ed etnoantropologico per le provincie di Salerno e Avellino. Sede di Avellino"
IT-AV0176,Biblioteca GNS Lauretana Carbone,Biblioteca GNS Lauretana Carbone
IT-AV0181,Biblioteca comunale Aurelio Galiani,Biblioteca comunale Aurelio Galiani
IT-AV0193,Biblioteca del Museo etnografico,Biblioteca del Museo etnografico
IT-AV0197,Biblioteche dell'IISS Ruggero II di Ariano Irpino,Biblioteche dell'IISS Ruggero II di Ariano Irpino
IT-AV0203,Pro Loco libri,Pro Loco libri
IT-AV0203,Pro Loco libri,Pro Loco libri
IT-BA0002,Bibliocenter Ex Conceria,Bibliocenter Ex Conceria
IT-BA0002,Biblioteca comunale,Biblioteca comunale
IT-BA0004,Archivio biblioteca museo civico. ABMC,Archivio biblioteca museo civico. ABMC
IT-BA0008,Biblioteca dell'EPCPEP,Biblioteca dell'EPCPEP
IT-BA0012,Biblioteca del Museo storico,Biblioteca del Museo storico
IT-BA0016,Biblioteca del Dipartimento di scienze statistiche dell'Università degli studi di Bari,Biblioteca del Dipartimento di scienze statistiche dell'Università degli studi di Bari
IT-BA0017,Biblioteca provinciale dei Cappuccini di Puglia,Biblioteca provinciale dei Cappuccini di Puglia
IT-BA0018,Biblioteca nazionale Sagarriga Visconti-Volpi,Biblioteca nazionale Sagarriga Visconti-Volpi
IT-BA0021,Biblioteca della Soprintendenza Archivistica e bibliografica della Puglia e della Basilicata. Sede di Bari,Biblioteca della Soprintendenza Archivistica e bibliografica della Puglia e della Basilicata. Sede di Bari
IT-BA0021,Biblioteca della Soprintendenza Archivistica per la Puglia,Biblioteca della Soprintendenza Archivistica per la Puglia
IT-BA0030,Biblioteca della CCIAA,Biblioteca della CCIAA
IT-BA0031,Archivio della Basilica di S. Nicola,Archivio della Basilica di S. Nicola
IT-BA0032,Biblioteca dell'ISA,Biblioteca dell'ISA
IT-BA0032,Biblioteca dell'Istituto sperimentale agronomico. ISA,Biblioteca dell'Istituto sperimentale agronomico. ISA
IT-BA0032,CONSIGLIO PER LA RICERCA IN AGRICOLTURA E L'ANALISI DELL'ECONOMIA AGRARIA CENTRO DI RICERCA BARI,CONSIGLIO PER LA RICERCA IN AGRICOLTURA E L'ANALISI DELL'ECONOMIA AGRARIA CENTRO DI RICERCA BARI
IT-BA0033,"Biblioteca ""Florioano Florio""","Biblioteca ""Florioano Florio"""
IT-BA0033,Biblioteca del Centro pedagogico meridionale,Biblioteca del Centro pedagogico meridionale
IT-BA0070,Biblioteca diocesana Pio IX,Biblioteca diocesana Pio IX
IT-BA0074,Biblioteca del Seminario,Biblioteca del Seminario
IT-BA0074,Biblioteca del Seminario S. Tommaso d'Aquino,Biblioteca del Seminario S. Tommaso d'Aquino
IT-BA0074,Biblioteca diocesana del Seminario arcivescovile S. Tommaso d'Aquino,Biblioteca diocesana del Seminario arcivescovile S. Tommaso d'Aquino
IT-BA0077,Biblioteca comunale,Biblioteca comunale
IT-BA0077,"Biblioteca comunale ""Prof.ssa Rosa Antonacci De Marco""","Biblioteca comunale ""Prof.ssa Rosa Antonacci De Marco"""
IT-BA0083,"Biblioteca francescana provinciale ""Madonna della Vetrana""","Biblioteca francescana provinciale ""Madonna della Vetrana"""
IT-BA0083,Biblioteca Madonna della Vetrana,Biblioteca Madonna della Vetrana
IT-BA0086,Biblioteca comunale Giacomo Tauro,Biblioteca comunale Giacomo Tauro
IT-BA0087,Biblioteca del Seminario vescovile Domenico Morea,Biblioteca del Seminario vescovile Domenico Morea
IT-BA0100,Biblioteca del Pontificio Seminario Regionale Pio XI,Biblioteca del Pontificio Seminario Regionale Pio XI
IT-BA0101,Biblioteca della Basilica Madonna dei Martiri,Biblioteca della Basilica Madonna dei Martiri
IT-BA0103,Biblioteca del Seminario vescovile,Biblioteca del Seminario vescovile
IT-BA0104,Biblioteca comunale Prospero Rendella,Biblioteca comunale Prospero Rendella
IT-BA0109,BIBLIOTECA COMUNALE DON MATTEO GIULIANI,BIBLIOTECA COMUNALE DON MATTEO GIULIANI
IT-BA0109,Biblioteca comunale G. M. Giuliani,Biblioteca comunale G. M. Giuliani
IT-BA0111,Biblioteca comunale Raffaele Chiantera,Biblioteca comunale Raffaele Chiantera
IT-BA0125,BIBLIOTECA DELL' ORDINE DEGLI AVVOCATI DI TRANI,BIBLIOTECA DELL' ORDINE DEGLI AVVOCATI DI TRANI
IT-BA0125,Biblioteca dell'Ordine degli avvocati,Biblioteca dell'Ordine degli avvocati
IT-BA0125,Biblioteca dell'Ordine degli Avvocati di Trani,Biblioteca dell'Ordine degli Avvocati di Trani
IT-BA0127,Biblioteca Arcivescovo Giovanni,Biblioteca Arcivescovo Giovanni
IT-BA0128,Biblioteca comunale,Biblioteca comunale
IT-BA0129,Biblioteca del Capitolo della Cattedrale palatina di Altamura,Biblioteca del Capitolo della Cattedrale palatina di Altamura
IT-BA0133,Biblioteca della Curia arcivescovile,Biblioteca della Curia arcivescovile
IT-BA0136,Biblioteca per la cultura e per le arti,Biblioteca per la cultura e per le arti
IT-BA0136,Biblioteca provinciale S. Teresa dei Maschi - De Gemmis,Biblioteca provinciale S. Teresa dei Maschi - De Gemmis
IT-BA0141,Biblioteca comunale,Biblioteca comunale
IT-BA0142,Biblioteca diocesana di Altamura - Gravina - Acquaviva delle Fonti,Biblioteca diocesana di Altamura - Gravina - Acquaviva delle Fonti
IT-BA0143,Archivio - biblioteca - museo - Fondazione Ettore Pomarici Santomasi,Archivio - biblioteca - museo - Fondazione Ettore Pomarici Santomasi
IT-BA0147,Biblioteca del Seminario giuridico della Facoltà di giurisprudenza dell'Università degli studi di Bari,Biblioteca del Seminario giuridico della Facoltà di giurisprudenza dell'Università degli studi di Bari
IT-BA0148,Biblioteca Centrale di Economia dell'Università degli studi di Bari,Biblioteca Centrale di Economia dell'Università degli studi di Bari
IT-BA0149,"Biblioteca del Dipartimento di Economia, Management e Diritto dell’Impresa. Area giuridica dell'Università degli studi di Bari ""Aldo Moro""","Biblioteca del Dipartimento di Economia, Management e Diritto dell’Impresa. Area giuridica dell'Università degli studi di Bari ""Aldo Moro"""
IT-BA0149,Biblioteca dell'Istituto di ragioneria e di economia aziendale della Facoltà di economia dell'Università degli studi di Bari,Biblioteca dell'Istituto di ragioneria e di economia aziendale della Facoltà di economia dell'Università degli studi di Bari
IT-BA0149,Biblioteca di studi aziendali e giusprivatistici del Dipartimento di studi aziendali e giusprivatistici della Facoltà di economia dell'Università degli studi di Bari Aldo Moro,Biblioteca di studi aziendali e giusprivatistici del Dipartimento di studi aziendali e giusprivatistici della Facoltà di economia dell'Università degli studi di Bari Aldo Moro
IT-BA0149,Biblioteca di Studi Giusprivatistici,Biblioteca di Studi Giusprivatistici
IT-BA0150,"Biblioteca del Dipartimento di Economia, Management e Diritto dell’Impresa. Area aziendale dell'Università degli studi di Bari ""Aldo Moro""","Biblioteca del Dipartimento di Economia, Management e Diritto dell’Impresa. Area aziendale dell'Università degli studi di Bari ""Aldo Moro"""
IT-BA0150,Biblioteca dell'Istituto di tecnica bancaria della Facoltà di economia dell'Università degli studi di Bari,Biblioteca dell'Istituto di tecnica bancaria della Facoltà di economia dell'Università degli studi di Bari
IT-BA0150,Biblioteca di Ragioneria,Biblioteca di Ragioneria
IT-BA0150,Biblioteca di Studi Aziendali,Biblioteca di Studi Aziendali
IT-BA0150,Biblioteca di Tecnica bancaria,Biblioteca di Tecnica bancaria
IT-BA0150,Biblioteca di Tecnica professionale,Biblioteca di Tecnica professionale
